schemaname,tablename,indexname,indexdef
"public","qms_management_review_minutes","ix_qms_management_review_minutes_amo_due","CREATE INDEX ix_qms_management_review_minutes_amo_due ON public.qms_management_review_minutes USING btree (amo_id, due_date)"
"public","qms_management_review_minutes","ix_qms_management_review_minutes_amo_id","CREATE INDEX ix_qms_management_review_minutes_amo_id ON public.qms_management_review_minutes USING btree (amo_id)"
"public","qms_management_review_minutes","ix_qms_management_review_minutes_amo_status","CREATE INDEX ix_qms_management_review_minutes_amo_status ON public.qms_management_review_minutes USING btree (amo_id, status)"
"public","qms_management_review_minutes","qms_management_review_minutes_pkey","CREATE UNIQUE INDEX qms_management_review_minutes_pkey ON public.qms_management_review_minutes USING btree (id)"
"public","qms_management_reviews","ix_qms_management_reviews_amo_due","CREATE INDEX ix_qms_management_reviews_amo_due ON public.qms_management_reviews USING btree (amo_id, due_date)"
"public","qms_management_reviews","ix_qms_management_reviews_amo_id","CREATE INDEX ix_qms_management_reviews_amo_id ON public.qms_management_reviews USING btree (amo_id)"
"public","qms_management_reviews","ix_qms_management_reviews_amo_status","CREATE INDEX ix_qms_management_reviews_amo_status ON public.qms_management_reviews USING btree (amo_id, status)"
"public","qms_management_reviews","qms_management_reviews_pkey","CREATE UNIQUE INDEX qms_management_reviews_pkey ON public.qms_management_reviews USING btree (id)"
"public","qms_manual_change_requests","ix_qms_cr_domain_status","CREATE INDEX ix_qms_cr_domain_status ON public.qms_manual_change_requests USING btree (domain, status)"
"public","qms_manual_change_requests","ix_qms_cr_submitted_at","CREATE INDEX ix_qms_cr_submitted_at ON public.qms_manual_change_requests USING btree (submitted_at)"
"public","qms_manual_change_requests","ix_qms_manual_change_requests_created_by_user_id","CREATE INDEX ix_qms_manual_change_requests_created_by_user_id ON public.qms_manual_change_requests USING btree (created_by_user_id)"
"public","qms_manual_change_requests","ix_qms_manual_change_requests_domain","CREATE INDEX ix_qms_manual_change_requests_domain ON public.qms_manual_change_requests USING btree (domain)"
"public","qms_manual_change_requests","ix_qms_manual_change_requests_status","CREATE INDEX ix_qms_manual_change_requests_status ON public.qms_manual_change_requests USING btree (status)"
"public","qms_manual_change_requests","pk_qms_manual_change_requests","CREATE UNIQUE INDEX pk_qms_manual_change_requests ON public.qms_manual_change_requests USING btree (id)"
"public","qms_metric_definitions","ix_qms_metric_definitions_amo_due","CREATE INDEX ix_qms_metric_definitions_amo_due ON public.qms_metric_definitions USING btree (amo_id, due_date)"
"public","qms_metric_definitions","ix_qms_metric_definitions_amo_id","CREATE INDEX ix_qms_metric_definitions_amo_id ON public.qms_metric_definitions USING btree (amo_id)"
"public","qms_metric_definitions","ix_qms_metric_definitions_amo_status","CREATE INDEX ix_qms_metric_definitions_amo_status ON public.qms_metric_definitions USING btree (amo_id, status)"
"public","qms_metric_definitions","qms_metric_definitions_pkey","CREATE UNIQUE INDEX qms_metric_definitions_pkey ON public.qms_metric_definitions USING btree (id)"
"public","qms_notification_rules","ix_qms_notification_rules_amo_due","CREATE INDEX ix_qms_notification_rules_amo_due ON public.qms_notification_rules USING btree (amo_id, due_date)"
"public","qms_notification_rules","ix_qms_notification_rules_amo_id","CREATE INDEX ix_qms_notification_rules_amo_id ON public.qms_notification_rules USING btree (amo_id)"
"public","qms_notification_rules","ix_qms_notification_rules_amo_status","CREATE INDEX ix_qms_notification_rules_amo_status ON public.qms_notification_rules USING btree (amo_id, status)"
"public","qms_notification_rules","qms_notification_rules_pkey","CREATE UNIQUE INDEX qms_notification_rules_pkey ON public.qms_notification_rules USING btree (id)"
"public","qms_notifications","ix_qms_notifications_amo_due","CREATE INDEX ix_qms_notifications_amo_due ON public.qms_notifications USING btree (amo_id, due_date)"
"public","qms_notifications","ix_qms_notifications_amo_id","CREATE INDEX ix_qms_notifications_amo_id ON public.qms_notifications USING btree (amo_id)"
"public","qms_notifications","ix_qms_notifications_amo_status","CREATE INDEX ix_qms_notifications_amo_status ON public.qms_notifications USING btree (amo_id, status)"
"public","qms_notifications","ix_qms_notifications_created_by_user_id","CREATE INDEX ix_qms_notifications_created_by_user_id ON public.qms_notifications USING btree (created_by_user_id)"
"public","qms_notifications","ix_qms_notifications_read_at","CREATE INDEX ix_qms_notifications_read_at ON public.qms_notifications USING btree (read_at)"
"public","qms_notifications","ix_qms_notifications_severity","CREATE INDEX ix_qms_notifications_severity ON public.qms_notifications USING btree (severity)"
"public","qms_notifications","ix_qms_notifications_user_created","CREATE INDEX ix_qms_notifications_user_created ON public.qms_notifications USING btree (user_id, created_at)"
"public","qms_notifications","ix_qms_notifications_user_id","CREATE INDEX ix_qms_notifications_user_id ON public.qms_notifications USING btree (user_id)"
"public","qms_notifications","ix_qms_notifications_user_unread","CREATE INDEX ix_qms_notifications_user_unread ON public.qms_notifications USING btree (user_id, read_at)"
"public","qms_notifications","pk_qms_notifications","CREATE UNIQUE INDEX pk_qms_notifications ON public.qms_notifications USING btree (id)"
"public","qms_numbering_rules","ix_qms_numbering_rules_amo_due","CREATE INDEX ix_qms_numbering_rules_amo_due ON public.qms_numbering_rules USING btree (amo_id, due_date)"
"public","qms_numbering_rules","ix_qms_numbering_rules_amo_id","CREATE INDEX ix_qms_numbering_rules_amo_id ON public.qms_numbering_rules USING btree (amo_id)"
"public","qms_numbering_rules","ix_qms_numbering_rules_amo_status","CREATE INDEX ix_qms_numbering_rules_amo_status ON public.qms_numbering_rules USING btree (amo_id, status)"
"public","qms_numbering_rules","qms_numbering_rules_pkey","CREATE UNIQUE INDEX qms_numbering_rules_pkey ON public.qms_numbering_rules USING btree (id)"
"public","qms_opportunities","ix_qms_opportunities_amo_due","CREATE INDEX ix_qms_opportunities_amo_due ON public.qms_opportunities USING btree (amo_id, due_date)"
"public","qms_opportunities","ix_qms_opportunities_amo_id","CREATE INDEX ix_qms_opportunities_amo_id ON public.qms_opportunities USING btree (amo_id)"
"public","qms_opportunities","ix_qms_opportunities_amo_status","CREATE INDEX ix_qms_opportunities_amo_status ON public.qms_opportunities USING btree (amo_id, status)"
"public","qms_opportunities","qms_opportunities_pkey","CREATE UNIQUE INDEX qms_opportunities_pkey ON public.qms_opportunities USING btree (id)"
"public","qms_out_of_tolerance_events","ix_qms_out_of_tolerance_events_amo_due","CREATE INDEX ix_qms_out_of_tolerance_events_amo_due ON public.qms_out_of_tolerance_events USING btree (amo_id, due_date)"
"public","qms_out_of_tolerance_events","ix_qms_out_of_tolerance_events_amo_id","CREATE INDEX ix_qms_out_of_tolerance_events_amo_id ON public.qms_out_of_tolerance_events USING btree (amo_id)"
"public","qms_out_of_tolerance_events","ix_qms_out_of_tolerance_events_amo_status","CREATE INDEX ix_qms_out_of_tolerance_events_amo_status ON public.qms_out_of_tolerance_events USING btree (amo_id, status)"
"public","qms_out_of_tolerance_events","qms_out_of_tolerance_events_pkey","CREATE UNIQUE INDEX qms_out_of_tolerance_events_pkey ON public.qms_out_of_tolerance_events USING btree (id)"
"public","qms_process_owners","ix_qms_process_owners_amo_due","CREATE INDEX ix_qms_process_owners_amo_due ON public.qms_process_owners USING btree (amo_id, due_date)"
"public","qms_process_owners","ix_qms_process_owners_amo_id","CREATE INDEX ix_qms_process_owners_amo_id ON public.qms_process_owners USING btree (amo_id)"
"public","qms_process_owners","ix_qms_process_owners_amo_status","CREATE INDEX ix_qms_process_owners_amo_status ON public.qms_process_owners USING btree (amo_id, status)"
"public","qms_process_owners","qms_process_owners_pkey","CREATE UNIQUE INDEX qms_process_owners_pkey ON public.qms_process_owners USING btree (id)"
"public","qms_processes","ix_qms_processes_amo_due","CREATE INDEX ix_qms_processes_amo_due ON public.qms_processes USING btree (amo_id, due_date)"
"public","qms_processes","ix_qms_processes_amo_id","CREATE INDEX ix_qms_processes_amo_id ON public.qms_processes USING btree (amo_id)"
"public","qms_processes","ix_qms_processes_amo_status","CREATE INDEX ix_qms_processes_amo_status ON public.qms_processes USING btree (amo_id, status)"
"public","qms_processes","qms_processes_pkey","CREATE UNIQUE INDEX qms_processes_pkey ON public.qms_processes USING btree (id)"
"public","qms_public_holidays","ix_qms_public_holidays_amo_date","CREATE INDEX ix_qms_public_holidays_amo_date ON public.qms_public_holidays USING btree (amo_id, holiday_date)"
"public","qms_public_holidays","pk_qms_public_holidays","CREATE UNIQUE INDEX pk_qms_public_holidays ON public.qms_public_holidays USING btree (id)"
"public","qms_public_holidays","uq_qms_public_holidays_amo_date_uid","CREATE UNIQUE INDEX uq_qms_public_holidays_amo_date_uid ON public.qms_public_holidays USING btree (amo_id, holiday_date, source_uid)"
"public","qms_quality_objectives","ix_qms_quality_objectives_amo_due","CREATE INDEX ix_qms_quality_objectives_amo_due ON public.qms_quality_objectives USING btree (amo_id, due_date)"
"public","qms_quality_objectives","ix_qms_quality_objectives_amo_id","CREATE INDEX ix_qms_quality_objectives_amo_id ON public.qms_quality_objectives USING btree (amo_id)"
"public","qms_quality_objectives","ix_qms_quality_objectives_amo_status","CREATE INDEX ix_qms_quality_objectives_amo_status ON public.qms_quality_objectives USING btree (amo_id, status)"
"public","qms_quality_objectives","qms_quality_objectives_pkey","CREATE UNIQUE INDEX qms_quality_objectives_pkey ON public.qms_quality_objectives USING btree (id)"
"public","qms_quality_policy","ix_qms_quality_policy_amo_due","CREATE INDEX ix_qms_quality_policy_amo_due ON public.qms_quality_policy USING btree (amo_id, due_date)"
"public","qms_quality_policy","ix_qms_quality_policy_amo_id","CREATE INDEX ix_qms_quality_policy_amo_id ON public.qms_quality_policy USING btree (amo_id)"
"public","qms_quality_policy","ix_qms_quality_policy_amo_status","CREATE INDEX ix_qms_quality_policy_amo_status ON public.qms_quality_policy USING btree (amo_id, status)"
"public","qms_quality_policy","qms_quality_policy_pkey","CREATE UNIQUE INDEX qms_quality_policy_pkey ON public.qms_quality_policy USING btree (id)"
"public","qms_regulator_findings","ix_qms_regulator_findings_amo_due","CREATE INDEX ix_qms_regulator_findings_amo_due ON public.qms_regulator_findings USING btree (amo_id, due_date)"
"public","qms_regulator_findings","ix_qms_regulator_findings_amo_id","CREATE INDEX ix_qms_regulator_findings_amo_id ON public.qms_regulator_findings USING btree (amo_id)"
"public","qms_regulator_findings","ix_qms_regulator_findings_amo_status","CREATE INDEX ix_qms_regulator_findings_amo_status ON public.qms_regulator_findings USING btree (amo_id, status)"
"public","qms_regulator_findings","qms_regulator_findings_pkey","CREATE UNIQUE INDEX qms_regulator_findings_pkey ON public.qms_regulator_findings USING btree (id)"
"public","qms_report_definitions","ix_qms_report_definitions_amo_due","CREATE INDEX ix_qms_report_definitions_amo_due ON public.qms_report_definitions USING btree (amo_id, due_date)"
"public","qms_report_definitions","ix_qms_report_definitions_amo_id","CREATE INDEX ix_qms_report_definitions_amo_id ON public.qms_report_definitions USING btree (amo_id)"
"public","qms_report_definitions","ix_qms_report_definitions_amo_status","CREATE INDEX ix_qms_report_definitions_amo_status ON public.qms_report_definitions USING btree (amo_id, status)"
"public","qms_report_definitions","qms_report_definitions_pkey","CREATE UNIQUE INDEX qms_report_definitions_pkey ON public.qms_report_definitions USING btree (id)"
"public","qms_report_exports","ix_qms_report_exports_amo_due","CREATE INDEX ix_qms_report_exports_amo_due ON public.qms_report_exports USING btree (amo_id, due_date)"
"public","qms_report_exports","ix_qms_report_exports_amo_id","CREATE INDEX ix_qms_report_exports_amo_id ON public.qms_report_exports USING btree (amo_id)"
"public","qms_report_exports","ix_qms_report_exports_amo_status","CREATE INDEX ix_qms_report_exports_amo_status ON public.qms_report_exports USING btree (amo_id, status)"
"public","qms_report_exports","qms_report_exports_pkey","CREATE UNIQUE INDEX qms_report_exports_pkey ON public.qms_report_exports USING btree (id)"
"public","qms_retention_rules","ix_qms_retention_rules_amo_due","CREATE INDEX ix_qms_retention_rules_amo_due ON public.qms_retention_rules USING btree (amo_id, due_date)"
"public","qms_retention_rules","ix_qms_retention_rules_amo_id","CREATE INDEX ix_qms_retention_rules_amo_id ON public.qms_retention_rules USING btree (amo_id)"
"public","qms_retention_rules","ix_qms_retention_rules_amo_status","CREATE INDEX ix_qms_retention_rules_amo_status ON public.qms_retention_rules USING btree (amo_id, status)"
"public","qms_retention_rules","qms_retention_rules_pkey","CREATE UNIQUE INDEX qms_retention_rules_pkey ON public.qms_retention_rules USING btree (id)"
"public","qms_risk_actions","ix_qms_risk_actions_amo_due","CREATE INDEX ix_qms_risk_actions_amo_due ON public.qms_risk_actions USING btree (amo_id, due_date)"
"public","qms_risk_actions","ix_qms_risk_actions_amo_id","CREATE INDEX ix_qms_risk_actions_amo_id ON public.qms_risk_actions USING btree (amo_id)"
"public","qms_risk_actions","ix_qms_risk_actions_amo_status","CREATE INDEX ix_qms_risk_actions_amo_status ON public.qms_risk_actions USING btree (amo_id, status)"
"public","qms_risk_actions","qms_risk_actions_pkey","CREATE UNIQUE INDEX qms_risk_actions_pkey ON public.qms_risk_actions USING btree (id)"
"public","qms_risk_controls","ix_qms_risk_controls_amo_due","CREATE INDEX ix_qms_risk_controls_amo_due ON public.qms_risk_controls USING btree (amo_id, due_date)"
"public","qms_risk_controls","ix_qms_risk_controls_amo_id","CREATE INDEX ix_qms_risk_controls_amo_id ON public.qms_risk_controls USING btree (amo_id)"
"public","qms_risk_controls","ix_qms_risk_controls_amo_status","CREATE INDEX ix_qms_risk_controls_amo_status ON public.qms_risk_controls USING btree (amo_id, status)"
"public","qms_risk_controls","qms_risk_controls_pkey","CREATE UNIQUE INDEX qms_risk_controls_pkey ON public.qms_risk_controls USING btree (id)"
"public","qms_risks","ix_qms_risks_amo_due","CREATE INDEX ix_qms_risks_amo_due ON public.qms_risks USING btree (amo_id, due_date)"
"public","qms_risks","ix_qms_risks_amo_id","CREATE INDEX ix_qms_risks_amo_id ON public.qms_risks USING btree (amo_id)"
"public","qms_risks","ix_qms_risks_amo_status","CREATE INDEX ix_qms_risks_amo_status ON public.qms_risks USING btree (amo_id, status)"
"public","qms_risks","qms_risks_pkey","CREATE UNIQUE INDEX qms_risks_pkey ON public.qms_risks USING btree (id)"
"public","qms_settings","ix_qms_settings_amo_due","CREATE INDEX ix_qms_settings_amo_due ON public.qms_settings USING btree (amo_id, due_date)"
"public","qms_settings","ix_qms_settings_amo_id","CREATE INDEX ix_qms_settings_amo_id ON public.qms_settings USING btree (amo_id)"
"public","qms_settings","ix_qms_settings_amo_status","CREATE INDEX ix_qms_settings_amo_status ON public.qms_settings USING btree (amo_id, status)"
"public","qms_settings","qms_settings_pkey","CREATE UNIQUE INDEX qms_settings_pkey ON public.qms_settings USING btree (id)"
"public","qms_supplier_approvals","ix_qms_supplier_approvals_amo_due","CREATE INDEX ix_qms_supplier_approvals_amo_due ON public.qms_supplier_approvals USING btree (amo_id, due_date)"
"public","qms_supplier_approvals","ix_qms_supplier_approvals_amo_id","CREATE INDEX ix_qms_supplier_approvals_amo_id ON public.qms_supplier_approvals USING btree (amo_id)"
"public","qms_supplier_approvals","ix_qms_supplier_approvals_amo_status","CREATE INDEX ix_qms_supplier_approvals_amo_status ON public.qms_supplier_approvals USING btree (amo_id, status)"
"public","qms_supplier_approvals","qms_supplier_approvals_pkey","CREATE UNIQUE INDEX qms_supplier_approvals_pkey ON public.qms_supplier_approvals USING btree (id)"
"public","qms_supplier_audits","ix_qms_supplier_audits_amo_due","CREATE INDEX ix_qms_supplier_audits_amo_due ON public.qms_supplier_audits USING btree (amo_id, due_date)"
"public","qms_supplier_audits","ix_qms_supplier_audits_amo_id","CREATE INDEX ix_qms_supplier_audits_amo_id ON public.qms_supplier_audits USING btree (amo_id)"
"public","qms_supplier_audits","ix_qms_supplier_audits_amo_status","CREATE INDEX ix_qms_supplier_audits_amo_status ON public.qms_supplier_audits USING btree (amo_id, status)"
"public","qms_supplier_audits","qms_supplier_audits_pkey","CREATE UNIQUE INDEX qms_supplier_audits_pkey ON public.qms_supplier_audits USING btree (id)"
"public","qms_supplier_documents","ix_qms_supplier_documents_amo_due","CREATE INDEX ix_qms_supplier_documents_amo_due ON public.qms_supplier_documents USING btree (amo_id, due_date)"
"public","qms_supplier_documents","ix_qms_supplier_documents_amo_id","CREATE INDEX ix_qms_supplier_documents_amo_id ON public.qms_supplier_documents USING btree (amo_id)"
"public","qms_supplier_documents","ix_qms_supplier_documents_amo_status","CREATE INDEX ix_qms_supplier_documents_amo_status ON public.qms_supplier_documents USING btree (amo_id, status)"
"public","qms_supplier_documents","qms_supplier_documents_pkey","CREATE UNIQUE INDEX qms_supplier_documents_pkey ON public.qms_supplier_documents USING btree (id)"
"public","qms_supplier_evaluations","ix_qms_supplier_evaluations_amo_due","CREATE INDEX ix_qms_supplier_evaluations_amo_due ON public.qms_supplier_evaluations USING btree (amo_id, due_date)"
"public","qms_supplier_evaluations","ix_qms_supplier_evaluations_amo_id","CREATE INDEX ix_qms_supplier_evaluations_amo_id ON public.qms_supplier_evaluations USING btree (amo_id)"
"public","qms_supplier_evaluations","ix_qms_supplier_evaluations_amo_status","CREATE INDEX ix_qms_supplier_evaluations_amo_status ON public.qms_supplier_evaluations USING btree (amo_id, status)"
"public","qms_supplier_evaluations","qms_supplier_evaluations_pkey","CREATE UNIQUE INDEX qms_supplier_evaluations_pkey ON public.qms_supplier_evaluations USING btree (id)"
"public","qms_supplier_findings","ix_qms_supplier_findings_amo_due","CREATE INDEX ix_qms_supplier_findings_amo_due ON public.qms_supplier_findings USING btree (amo_id, due_date)"
"public","qms_supplier_findings","ix_qms_supplier_findings_amo_id","CREATE INDEX ix_qms_supplier_findings_amo_id ON public.qms_supplier_findings USING btree (amo_id)"
"public","qms_supplier_findings","ix_qms_supplier_findings_amo_status","CREATE INDEX ix_qms_supplier_findings_amo_status ON public.qms_supplier_findings USING btree (amo_id, status)"
"public","qms_supplier_findings","qms_supplier_findings_pkey","CREATE UNIQUE INDEX qms_supplier_findings_pkey ON public.qms_supplier_findings USING btree (id)"
"public","qms_supplier_performance_scores","ix_qms_supplier_performance_scores_amo_due","CREATE INDEX ix_qms_supplier_performance_scores_amo_due ON public.qms_supplier_performance_scores USING btree (amo_id, due_date)"
"public","qms_supplier_performance_scores","ix_qms_supplier_performance_scores_amo_id","CREATE INDEX ix_qms_supplier_performance_scores_amo_id ON public.qms_supplier_performance_scores USING btree (amo_id)"
"public","qms_supplier_performance_scores","ix_qms_supplier_performance_scores_amo_status","CREATE INDEX ix_qms_supplier_performance_scores_amo_status ON public.qms_supplier_performance_scores USING btree (amo_id, status)"
"public","qms_supplier_performance_scores","qms_supplier_performance_scores_pkey","CREATE UNIQUE INDEX qms_supplier_performance_scores_pkey ON public.qms_supplier_performance_scores USING btree (id)"
"public","qms_supplier_scopes","ix_qms_supplier_scopes_amo_due","CREATE INDEX ix_qms_supplier_scopes_amo_due ON public.qms_supplier_scopes USING btree (amo_id, due_date)"
"public","qms_supplier_scopes","ix_qms_supplier_scopes_amo_id","CREATE INDEX ix_qms_supplier_scopes_amo_id ON public.qms_supplier_scopes USING btree (amo_id)"
"public","qms_supplier_scopes","ix_qms_supplier_scopes_amo_status","CREATE INDEX ix_qms_supplier_scopes_amo_status ON public.qms_supplier_scopes USING btree (amo_id, status)"
"public","qms_supplier_scopes","qms_supplier_scopes_pkey","CREATE UNIQUE INDEX qms_supplier_scopes_pkey ON public.qms_supplier_scopes USING btree (id)"
"public","qms_suppliers","ix_qms_suppliers_amo_due","CREATE INDEX ix_qms_suppliers_amo_due ON public.qms_suppliers USING btree (amo_id, due_date)"
"public","qms_suppliers","ix_qms_suppliers_amo_id","CREATE INDEX ix_qms_suppliers_amo_id ON public.qms_suppliers USING btree (amo_id)"
"public","qms_suppliers","ix_qms_suppliers_amo_status","CREATE INDEX ix_qms_suppliers_amo_status ON public.qms_suppliers USING btree (amo_id, status)"
"public","qms_suppliers","qms_suppliers_pkey","CREATE UNIQUE INDEX qms_suppliers_pkey ON public.qms_suppliers USING btree (id)"
"public","qms_task_assignments","ix_qms_task_assignments_amo_due","CREATE INDEX ix_qms_task_assignments_amo_due ON public.qms_task_assignments USING btree (amo_id, due_date)"
"public","qms_task_assignments","ix_qms_task_assignments_amo_id","CREATE INDEX ix_qms_task_assignments_amo_id ON public.qms_task_assignments USING btree (amo_id)"
"public","qms_task_assignments","ix_qms_task_assignments_amo_status","CREATE INDEX ix_qms_task_assignments_amo_status ON public.qms_task_assignments USING btree (amo_id, status)"
"public","qms_task_assignments","qms_task_assignments_pkey","CREATE UNIQUE INDEX qms_task_assignments_pkey ON public.qms_task_assignments USING btree (id)"
"public","qms_task_comments","ix_qms_task_comments_amo_due","CREATE INDEX ix_qms_task_comments_amo_due ON public.qms_task_comments USING btree (amo_id, due_date)"
"public","qms_task_comments","ix_qms_task_comments_amo_id","CREATE INDEX ix_qms_task_comments_amo_id ON public.qms_task_comments USING btree (amo_id)"
"public","qms_task_comments","ix_qms_task_comments_amo_status","CREATE INDEX ix_qms_task_comments_amo_status ON public.qms_task_comments USING btree (amo_id, status)"
"public","qms_task_comments","qms_task_comments_pkey","CREATE UNIQUE INDEX qms_task_comments_pkey ON public.qms_task_comments USING btree (id)"
"public","qms_tasks","ix_qms_tasks_amo_due","CREATE INDEX ix_qms_tasks_amo_due ON public.qms_tasks USING btree (amo_id, due_date)"
"public","qms_tasks","ix_qms_tasks_amo_id","CREATE INDEX ix_qms_tasks_amo_id ON public.qms_tasks USING btree (amo_id)"
"public","qms_tasks","ix_qms_tasks_amo_status","CREATE INDEX ix_qms_tasks_amo_status ON public.qms_tasks USING btree (amo_id, status)"
"public","qms_tasks","qms_tasks_pkey","CREATE UNIQUE INDEX qms_tasks_pkey ON public.qms_tasks USING btree (id)"
"public","qms_templates","ix_qms_templates_amo_due","CREATE INDEX ix_qms_templates_amo_due ON public.qms_templates USING btree (amo_id, due_date)"
"public","qms_templates","ix_qms_templates_amo_id","CREATE INDEX ix_qms_templates_amo_id ON public.qms_templates USING btree (amo_id)"
"public","qms_templates","ix_qms_templates_amo_status","CREATE INDEX ix_qms_templates_amo_status ON public.qms_templates USING btree (amo_id, status)"
"public","qms_templates","qms_templates_pkey","CREATE UNIQUE INDEX qms_templates_pkey ON public.qms_templates USING btree (id)"
"public","qms_training_courses","ix_qms_training_courses_amo_due","CREATE INDEX ix_qms_training_courses_amo_due ON public.qms_training_courses USING btree (amo_id, due_date)"
"public","qms_training_courses","ix_qms_training_courses_amo_id","CREATE INDEX ix_qms_training_courses_amo_id ON public.qms_training_courses USING btree (amo_id)"
"public","qms_training_courses","ix_qms_training_courses_amo_status","CREATE INDEX ix_qms_training_courses_amo_status ON public.qms_training_courses USING btree (amo_id, status)"
"public","qms_training_courses","qms_training_courses_pkey","CREATE UNIQUE INDEX qms_training_courses_pkey ON public.qms_training_courses USING btree (id)"
"public","qms_training_evaluations","ix_qms_training_evaluations_amo_due","CREATE INDEX ix_qms_training_evaluations_amo_due ON public.qms_training_evaluations USING btree (amo_id, due_date)"
"public","qms_training_evaluations","ix_qms_training_evaluations_amo_id","CREATE INDEX ix_qms_training_evaluations_amo_id ON public.qms_training_evaluations USING btree (amo_id)"
"public","qms_training_evaluations","ix_qms_training_evaluations_amo_status","CREATE INDEX ix_qms_training_evaluations_amo_status ON public.qms_training_evaluations USING btree (amo_id, status)"
"public","qms_training_evaluations","qms_training_evaluations_pkey","CREATE UNIQUE INDEX qms_training_evaluations_pkey ON public.qms_training_evaluations USING btree (id)"
"public","qms_training_records","ix_qms_training_records_amo_due","CREATE INDEX ix_qms_training_records_amo_due ON public.qms_training_records USING btree (amo_id, due_date)"
"public","qms_training_records","ix_qms_training_records_amo_id","CREATE INDEX ix_qms_training_records_amo_id ON public.qms_training_records USING btree (amo_id)"
"public","qms_training_records","ix_qms_training_records_amo_status","CREATE INDEX ix_qms_training_records_amo_status ON public.qms_training_records USING btree (amo_id, status)"
"public","qms_training_records","qms_training_records_pkey","CREATE UNIQUE INDEX qms_training_records_pkey ON public.qms_training_records USING btree (id)"
"public","qms_training_requirements","ix_qms_training_requirements_amo_due","CREATE INDEX ix_qms_training_requirements_amo_due ON public.qms_training_requirements USING btree (amo_id, due_date)"
"public","qms_training_requirements","ix_qms_training_requirements_amo_id","CREATE INDEX ix_qms_training_requirements_amo_id ON public.qms_training_requirements USING btree (amo_id)"
"public","qms_training_requirements","ix_qms_training_requirements_amo_status","CREATE INDEX ix_qms_training_requirements_amo_status ON public.qms_training_requirements USING btree (amo_id, status)"
"public","qms_training_requirements","qms_training_requirements_pkey","CREATE UNIQUE INDEX qms_training_requirements_pkey ON public.qms_training_requirements USING btree (id)"
"public","qms_workflow_rules","ix_qms_workflow_rules_amo_due","CREATE INDEX ix_qms_workflow_rules_amo_due ON public.qms_workflow_rules USING btree (amo_id, due_date)"
"public","qms_workflow_rules","ix_qms_workflow_rules_amo_id","CREATE INDEX ix_qms_workflow_rules_amo_id ON public.qms_workflow_rules USING btree (amo_id)"
"public","qms_workflow_rules","ix_qms_workflow_rules_amo_status","CREATE INDEX ix_qms_workflow_rules_amo_status ON public.qms_workflow_rules USING btree (amo_id, status)"
"public","qms_workflow_rules","qms_workflow_rules_pkey","CREATE UNIQUE INDEX qms_workflow_rules_pkey ON public.qms_workflow_rules USING btree (id)"
"public","quality_archive_packages","ix_quality_archive_audit_generated","CREATE INDEX ix_quality_archive_audit_generated ON public.quality_archive_packages USING btree (audit_id, generated_at)"
"public","quality_archive_packages","ix_quality_archive_packages_amo_id","CREATE INDEX ix_quality_archive_packages_amo_id ON public.quality_archive_packages USING btree (amo_id)"
"public","quality_archive_packages","ix_quality_archive_packages_audit_id","CREATE INDEX ix_quality_archive_packages_audit_id ON public.quality_archive_packages USING btree (audit_id)"
"public","quality_archive_packages","ix_quality_archive_packages_generated_by_user_id","CREATE INDEX ix_quality_archive_packages_generated_by_user_id ON public.quality_archive_packages USING btree (generated_by_user_id)"
"public","quality_archive_packages","ix_quality_archive_packages_package_ref","CREATE INDEX ix_quality_archive_packages_package_ref ON public.quality_archive_packages USING btree (package_ref)"
"public","quality_archive_packages","ix_quality_archive_packages_status","CREATE INDEX ix_quality_archive_packages_status ON public.quality_archive_packages USING btree (status)"
"public","quality_archive_packages","pk_quality_archive_packages","CREATE UNIQUE INDEX pk_quality_archive_packages ON public.quality_archive_packages USING btree (id)"
"public","quality_archive_packages","uq_quality_archive_package_ref","CREATE UNIQUE INDEX uq_quality_archive_package_ref ON public.quality_archive_packages USING btree (amo_id, audit_id, package_ref)"
"public","quality_audit_checklist_items","ix_quality_audit_checklist_items_amo_id","CREATE INDEX ix_quality_audit_checklist_items_amo_id ON public.quality_audit_checklist_items USING btree (amo_id)"
"public","quality_audit_checklist_items","ix_quality_audit_checklist_items_assigned_to_user_id","CREATE INDEX ix_quality_audit_checklist_items_assigned_to_user_id ON public.quality_audit_checklist_items USING btree (assigned_to_user_id)"
"public","quality_audit_checklist_items","ix_quality_audit_checklist_items_audit_id","CREATE INDEX ix_quality_audit_checklist_items_audit_id ON public.quality_audit_checklist_items USING btree (audit_id)"
"public","quality_audit_checklist_items","ix_quality_audit_checklist_items_checklist_ref","CREATE INDEX ix_quality_audit_checklist_items_checklist_ref ON public.quality_audit_checklist_items USING btree (checklist_ref)"
"public","quality_audit_checklist_items","ix_quality_audit_checklist_items_completed_at","CREATE INDEX ix_quality_audit_checklist_items_completed_at ON public.quality_audit_checklist_items USING btree (completed_at)"
"public","quality_audit_checklist_items","ix_quality_audit_checklist_items_completed_by_user_id","CREATE INDEX ix_quality_audit_checklist_items_completed_by_user_id ON public.quality_audit_checklist_items USING btree (completed_by_user_id)"
"public","quality_audit_checklist_items","ix_quality_audit_checklist_items_created_by_user_id","CREATE INDEX ix_quality_audit_checklist_items_created_by_user_id ON public.quality_audit_checklist_items USING btree (created_by_user_id)"
